id,name,Category,subcategory,description,website,github,license,platforms,tags,difficulty,self_hosted,year_started
insomnia,Insomnia,Development,api-tools,"""API client for designing, testing, and debugging REST, GraphQL, gRPC, WebSocket, and other HTTP-based APIs, with local, Git, and collaborative workflows.""",https://insomnia.rest/,https://github.com/Kong/insomnia/,Apache,linux|macos|windows,api|cross-platform|collaborative|customizable,beginner,FALSE,2016
bruno,Bruno,Development,api-tools,"""Git-native API client for working with REST, GraphQL, gRPC, and WebSocket APIs locally, with collections stored as plain files and no required cloud sync.""",https://www.usebruno.com/,https://github.com/usebruno/bruno/,MIT,linux|macos|windows,api|cross-platform|customizable|advanced-users,beginner,FALSE,2022
hoppscotch,Hoppscotch,Development,api-tools|testing,"""API development platform for sending requests, testing endpoints, documenting APIs, and collaborating through web, desktop, and self-hosted workflows.""",https://hoppscotch.com/,https://github.com/hoppscotch/hoppscotch/,MIT,web|linux|macos|windows,api|cross-platform|collaborative|multi-user,beginner,TRUE,2019
soapui,SoapUI Open Source,Development,api-tools|testing,"""API testing tool for functional, regression, and load testing of SOAP and REST services, with support for mocks, assertions, and automated test workflows.""",https://www.soapui.org/,https://github.com/SmartBear/soapui/,EUPL,linux|macos|windows,api|cross-platform|automation|advanced-users,intermediate,FALSE,2005
swagger-ui,Swagger UI,Development,api-tools,"""Interactive documentation interface that renders OpenAPI and Swagger definitions into a browser-based UI for exploring and trying API endpoints.""",https://swagger.io/tools/swagger-ui/,https://github.com/swagger-api/swagger-ui/,Apache,web,api|customizable,beginner,FALSE,2011
httpie,HTTPie,Development,api-tools,"""Command-line HTTP client for testing, debugging, and interacting with APIs and web services using readable syntax, formatted output, and plugin support.""",https://httpie.io/,https://github.com/httpie/cli/,BSD,linux|macos|windows,api|cli|plugin-based|advanced-users,beginner,FALSE,2012
apache-jmeter,Apache JMeter,Development,testing|api-tools,"""Load and performance testing tool for web applications, APIs, databases, and network services, with support for scripted test plans and extensible plugins.""",https://jmeter.apache.org/,https://github.com/apache/jmeter/,Apache,linux|macos|windows,api|automation|plugin-based|advanced-users,intermediate,FALSE,1998
rest-assured,REST Assured,Development,testing|api-tools,"""Java testing framework for validating REST APIs with a fluent DSL for requests, assertions, authentication, and response verification.""",https://rest-assured.io/,https://github.com/rest-assured/rest-assured/,Apache,linux|macos|windows,api|automation|advanced-users|cross-platform,intermediate,FALSE,2010
karate,Karate,Development,testing|api-tools,"""Unified test automation framework for API testing, mocks, performance testing, and UI automation, designed to let teams write executable tests with minimal boilerplate.""",https://karatelabs.github.io/karate/,https://github.com/karatelabs/karate/,MIT,linux|macos|windows,api|automation|advanced-users|cross-platform,intermediate,FALSE,2017
openvas,OpenVAS,Security,vulnerability-scanning,"""Vulnerability scanning engine in the Greenbone Community Edition for detecting exposed services, known weaknesses, and misconfigurations across target systems.""",https://greenbone.github.io/docs/latest/,https://github.com/greenbone/openvas-scanner/,GPL,linux,self-hosted|cli|advanced-users,advanced,TRUE,2005
nikto,Nikto,Security,vulnerability-scanning,"""Web server vulnerability scanner for identifying dangerous files, outdated software, misconfigurations, and known security issues in HTTP services.""",https://cirt.net/Nikto2/,https://github.com/sullo/nikto/,GPL,linux|macos|windows,cli|cross-platform|advanced-users,intermediate,FALSE,2001
nmap,Nmap,Security,vulnerability-scanning,"""Network scanner for discovering hosts, auditing exposed ports and services, and assessing network attack surface with a large scripting engine for deeper checks.""",https://nmap.org/,https://github.com/nmap/nmap/,NPSL,linux|macos|windows,cli|cross-platform|advanced-users,intermediate,FALSE,1997
searxng,SearXNG,Privacy,search-engines,"""Privacy-focused metasearch engine that aggregates results from multiple sources without tracking users and can be self-hosted for a customizable search experience.""",https://searxng.org/,https://github.com/searxng/searxng/,AGPL,web,self-hosted|customizable|privacy-focused|no-tracking,intermediate,TRUE,2021
yacy,YaCy,Privacy,search-engines,"""Decentralized peer-to-peer search engine that can run as a personal search portal, intranet search service, or shared web index without relying on a central provider.""",https://yacy.net/,https://github.com/yacy/yacy_search_server/,GPL,web|linux|macos|windows,self-hosted|cross-platform|privacy-focused|no-tracking,advanced,TRUE,2003
whoogle,Whoogle Search,Privacy,search-engines,"""Self-hosted privacy proxy for Google Search that removes ads, JavaScript, AMP links, and tracking while providing a lightweight search interface.""",https://github.com/benbusby/whoogle-search/,https://github.com/benbusby/whoogle-search/,MIT,web,self-hosted|privacy-focused|no-tracking|lightweight,intermediate,TRUE,2020
bind9,BIND 9,Networking,dns,"""DNS server suite for authoritative and recursive name service, with broad deployment in production networks and support for advanced zone and policy management.""",https://www.isc.org/bind/,https://github.com/isc-projects/bind9/,MPL,linux,self-hosted|advanced-users,advanced,TRUE,2000
powerdns,PowerDNS,Networking,dns,"""DNS server platform providing authoritative and recursive DNS software for large-scale deployments, with support for multiple backends and programmable integrations.""",https://www.powerdns.com/,https://github.com/PowerDNS/pdns/,GPL,linux,self-hosted|api|advanced-users,advanced,TRUE,2002
unbound,Unbound,Networking,dns,"""Validating recursive and caching DNS resolver focused on security, modern standards support, and high-performance local or network-wide name resolution.""",https://nlnetlabs.nl/projects/unbound/about/,https://github.com/NLnetLabs/unbound/,BSD,linux|macos|windows,self-hosted|api|advanced-users,advanced,TRUE,2008
knot-dns,Knot DNS,Networking,dns,"""Authoritative DNS server designed for high-performance and large-zone operation, with a focus on speed, automation, and resilient production use.""",https://www.knot-dns.cz/,https://github.com/CZ-NIC/knot/,GPL,linux|macos,self-hosted|advanced-users,advanced,TRUE,2011
dnsmasq,dnsmasq,Networking,dns,"""Lightweight DNS forwarder and DHCP service for small networks, routers, and local infrastructure, designed for low resource usage and simple configuration.""",https://thekelleys.org.uk/dnsmasq/doc.html,https://github.com/imp/dnsmasq/,GPL,linux|macos|android,self-hosted|lightweight|advanced-users,intermediate,TRUE,2001
pi-hole,Pi-hole,Networking,dns,"""Network-level DNS sinkhole that blocks ads and trackers across devices on a local network, with a web interface for managing filtering and query behavior.""",https://pi-hole.net/,https://github.com/pi-hole/pi-hole/,EUPL,linux,self-hosted|monitoring|multi-user,beginner,TRUE,2015
maradns,MaraDNS,Networking,dns,"""Lightweight DNS server that can operate as an authoritative or recursive nameserver, built for simple, secure deployment with minimal resource requirements.""",https://maradns.samiam.org/,https://github.com/samboy/MaraDNS/,BSD,linux|windows,self-hosted|lightweight|advanced-users,advanced,TRUE,2001
nginx,NGINX,Networking,proxies,"""Web server and reverse proxy for serving HTTP traffic, load balancing requests, caching content, and routing connections in production environments.""",https://nginx.org/,https://github.com/nginx/nginx/,BSD,linux|macos|windows,customizable|advanced-users,intermediate,TRUE,2004
haproxy,HAProxy,Networking,proxies,"""High-performance proxy and load balancer for TCP and HTTP services, used to route traffic, terminate connections, and improve availability across backend systems.""",https://www.haproxy.org/,https://github.com/haproxy/haproxy/,GPL|LGPL,linux|macos,lightweight|advanced-users,advanced,TRUE,2001
traefik,Traefik Proxy,Networking,proxies,"""Application proxy and load balancer that auto-discovers services from modern infrastructure and dynamically configures routing for containers and orchestrated environments.""",https://traefik.io/traefik/,https://github.com/traefik/traefik/,MIT,linux|macos|windows,api|automation|advanced-users,intermediate,TRUE,2016
envoy,Envoy Proxy,Networking,proxies,"""Cloud-native edge and service proxy for managing application traffic, service-to-service communication, observability, and advanced routing in distributed systems.""",https://www.envoyproxy.io/,https://github.com/envoyproxy/envoy/,Apache,linux|macos,api|advanced-users|customizable,advanced,TRUE,2016
caddy,Caddy,Networking,proxies,"""Web server and reverse proxy with automatic HTTPS, a built-in configuration API, and modular extensions for serving and routing modern web applications.""",https://caddyserver.com/,https://github.com/caddyserver/caddy/,Apache,linux|macos|windows,api|cross-platform|customizable,beginner,TRUE,2015
squid,Squid,Networking,proxies,"""Caching and forwarding proxy for HTTP and related traffic, used to filter requests, improve performance, and control web access on local networks.""",https://www.squid-cache.org/,https://github.com/squid-cache/squid/,GPL,linux|macos|windows,advanced-users|monitoring,intermediate,TRUE,1996
apache-http-server,Apache HTTP Server,Networking,proxies,"""Web server that can also operate as a reverse proxy and load balancer through mod_proxy, supporting routed traffic, protocol gateways, and modular server extensions.""",https://httpd.apache.org/,https://github.com/apache/httpd/,Apache,linux|windows,extensible|plugin-based|customizable|advanced-users,intermediate,TRUE,1995
linkding,linkding,Productivity,bookmarking,"""Self-hosted bookmark manager for saving, tagging, searching, and organizing links through a minimal web interface with browser extension support.""",https://linkding.link/,https://github.com/sissbruecker/linkding/,MIT,web,self-hosted|organization|minimalist,beginner,TRUE,2019
linkwarden,Linkwarden,Productivity,bookmarking|collaboration,"""Bookmark manager for collecting, organizing, annotating, and preserving webpages, with shared collections and self-hosted or cloud-based workflows.""",https://linkwarden.app/,https://github.com/linkwarden/linkwarden/,AGPL,web,self-hosted|cloud|multi-user|collaborative|organization,beginner,TRUE,2023
shiori,Shiori,Productivity,bookmarking,"""Bookmark manager built with Go for saving, organizing, and searching links through a lightweight web interface or command-line workflow.""",https://github.com/go-shiori/shiori/,https://github.com/go-shiori/shiori/,MIT,web|linux|macos|windows,self-hosted|cli|lightweight|organization,intermediate,TRUE,2019
wallabag,wallabag,Productivity,bookmarking,"""Read-it-later application for saving, classifying, and reading web pages in a cleaner format, with self-hosted and hosted deployment options.""",https://wallabag.org/,https://github.com/wallabag/wallabag/,MIT,web,self-hosted|cloud|organization,beginner,TRUE,2013
karakeep,Karakeep,Productivity,bookmarking,"""Bookmark-everything app for saving, organizing, tagging, and rediscovering links, notes, and images, with self-hosted deployment and optional cloud service.""",https://karakeep.app/,https://github.com/karakeep-app/karakeep/,AGPL,web,self-hosted|cloud|organization|api,beginner,TRUE,2024
shaarli,Shaarli,Productivity,bookmarking,"""Minimalist self-hosted bookmarking and link-sharing service for storing, tagging, and optionally sharing links from a fast, database-free interface.""",https://shaarli.readthedocs.io/,https://github.com/shaarli/Shaarli/,zlib,web,self-hosted|organization|minimalist|lightweight,beginner,TRUE,2011
joomla,Joomla,Development,website-builders,"""Content management system for building websites and web applications, with support for themes, extensions, user roles, and structured content publishing workflows.""",https://www.joomla.org/,https://github.com/joomla/joomla-cms/,GPL,web|linux|macos|windows,self-hosted|multi-user|plugin-based|customizable|api,intermediate,TRUE,2005
drupal,Drupal,Development,website-builders,"""Content management system for building content-rich websites and digital platforms, with modular extensions, flexible content modeling, and advanced user-permission controls.""",https://www.drupal.org/,https://github.com/drupal/drupal/,GPL,web|linux|macos|windows,self-hosted|multi-user|plugin-based|customizable|api,advanced,TRUE,2001
keycloak,Keycloak,Security,authentication,"""Identity and access management platform for adding single sign-on, user federation, multi-factor authentication, and fine-grained authorization to applications and services.""",https://www.keycloak.org/,https://github.com/keycloak/keycloak/,Apache,web|linux,self-hosted|api|multi-user|customizable,advanced,TRUE,2014
authentik,authentik,Security,authentication,"""Identity provider for self-hosted single sign-on, user management, and access control across applications using protocols like SAML, OAuth2/OIDC, LDAP, and SCIM.""",https://goauthentik.io/,https://github.com/goauthentik/authentik/,MIT,web|linux,self-hosted|api|multi-user|customizable,intermediate,TRUE,2018
zitadel,ZITADEL,Security,authentication,"""Identity and access management platform for authentication, authorization, single sign-on, passkeys, and multi-tenant user management, available as self-hosted software or a hosted service"".",https://zitadel.com/,https://github.com/zitadel/zitadel/,AGPL,web|linux,self-hosted|cloud|api|multi-user|customizable,advanced,TRUE,2019
authelia,Authelia,Security,authentication,"""Authentication and authorization server that adds single sign-on and multi-factor protection to applications behind reverse proxies through a self-hosted web portal.""",https://www.authelia.com/,https://github.com/authelia/authelia/,Apache,web|linux,self-hosted|multi-user|customizable,advanced,TRUE,2016
proton-vpn,Proton VPN,Privacy,vpn,"""VPN service for encrypting internet traffic and bypassing censorship, with open-source apps across desktop and mobile platforms and a strong focus on privacy and security.""",https://protonvpn.com/,https://github.com/ProtonVPN/,GPL,linux|macos|windows|android|ios,cross-platform|privacy-focused|encrypted,beginner,FALSE,2017
private-internet-access,Private Internet Access,Privacy,vpn,"""VPN service with open-source apps for desktop and mobile, designed to encrypt internet traffic, protect user privacy, and provide secure access across devices.""",https://www.privateinternetaccess.com/,https://github.com/pia-foss/,GPL,linux|macos|windows|android|ios,cross-platform|privacy-focused|encrypted,beginner,FALSE,2010
ivpn,IVPN,Privacy,vpn,"""Privacy-focused VPN service with open-source apps for desktop and mobile, offering encrypted connections, advanced privacy controls, and multi-platform support.""",https://www.ivpn.net/,https://github.com/ivpn/,GPL,linux|macos|windows|android|ios,cross-platform|privacy-focused|encrypted,beginner,FALSE,2009
tomcat,Apache Tomcat,Networking,servers,"""Java application server and servlet container for running web applications, APIs, and Jakarta Servlet-based services in production or development environments.""",https://tomcat.apache.org/,https://github.com/apache/tomcat/,Apache,linux|macos|windows,cross-platform|customizable|advanced-users,intermediate,TRUE,1999
openlitespeed,OpenLiteSpeed,Networking,servers,"""Web server for hosting dynamic websites and web applications, with support for reverse proxying, caching, and high-performance HTTP serving.""",https://openlitespeed.org/,https://github.com/litespeedtech/openlitespeed/,GPL,linux|macos,customizable|advanced-users,intermediate,TRUE,2013
openresty,OpenResty,Networking,servers,"""Web platform built on NGINX and LuaJIT for serving applications, APIs, and dynamic gateways with programmable request handling and high concurrency.""",https://openresty.org/,https://github.com/openresty/openresty/,BSD,linux|macos|windows,extensible|customizable|advanced-users,advanced,TRUE,2011
evolution,Evolution,Privacy,email,"""Personal information manager that combines email, calendars, contacts, and tasks in one desktop application for Linux-based workflows.""",https://wiki.gnome.org/Apps/Evolution,https://gitlab.gnome.org/GNOME/evolution/,LGP,linux,email|organization|advanced-users,intermediate,FALSE,2000
kmail,KMail,Privacy,email,"""Email client in the KDE ecosystem for managing POP3, IMAP, and Exchange accounts, with integrated productivity features for larger mail workflows.""",https://apps.kde.org/kmail2/,https://invent.kde.org/pim/kmail/,GPL,linux,email|customizable|advanced-users,intermediate,FALSE,2001
geary,Geary,Privacy,email,"""Conversation-based desktop email client for GNOME focused on a streamlined interface for reading, searching, and sending mail.""",https://apps.gnome.org/Geary/,https://gitlab.gnome.org/GNOME/geary/,LGPL,linux,email|minimalist|beginner-friendly,beginner,FALSE,2012
windows-terminal,Windows Terminal,Utilities,terminal,"""Multi-tab terminal emulator for Windows with split panes, profiles, theming, and support for Command Prompt, PowerShell, WSL, and SSH sessions.""",https://learn.microsoft.com/en-us/windows/terminal/,https://github.com/microsoft/terminal/,MIT,windows,customizable|beginner-friendly,beginner,FALSE,2019
iterm2,iTerm2,Utilities,terminal,"""Terminal emulator for macOS with split panes, search, profiles, shell integration, and extensive keyboard-driven customization.""",https://iterm2.com/,https://github.com/gnachman/iTerm2/,GPL,macos,customizable|advanced-users,intermediate,FALSE,2010
ghostty,Ghostty,Utilities,terminal,"""GPU-accelerated terminal emulator with native interfaces, fast rendering, and configurable workflows across macOS and Linux.""",https://ghostty.org/,https://github.com/ghostty-org/ghostty/,MIT,linux|macos,cross-platform|lightweight|customizable|advanced-users,intermediate,FALSE,2024
kitty,kitty,Utilities,terminal,"""GPU-based terminal emulator with tabs, layouts, image support, and extensive configuration for power-user command-line workflows.""",https://sw.kovidgoyal.net/kitty/,https://github.com/kovidgoyal/kitty/,GPL,linux|macos,cross-platform|customizable|advanced-users,advanced,FALSE,2017
alacritty,Alacritty,Utilities,terminal,"""Fast GPU-accelerated terminal emulator focused on performance and minimal overhead, with extensive configuration and cross-platform support.""",https://alacritty.org/,https://github.com/alacritty/alacritty/,Apache|MIT,linux|macos|windows,cross-platform|lightweight|customizable|advanced-users,intermediate,FALSE,2017
wezterm,WezTerm,Utilities,terminal,"""Cross-platform terminal emulator and multiplexer with GPU acceleration, Lua-based configuration, panes, tabs, and remote or multiplexed workflows.""",https://wezterm.org/,https://github.com/wezterm/wezterm/,MIT,linux|macos|windows,cross-platform|customizable|advanced-users,advanced,FALSE,2018
hyper,Hyper,Utilities,terminal,"""Terminal emulator built on web technologies with an extension ecosystem, themes, and a highly customizable interface for command-line users.""",https://hyper.is/,https://github.com/vercel/hyper/,MIT,linux|macos|windows,cross-platform|plugin-based|customizable,beginner,FALSE,2016
tabby,Tabby,Utilities,terminal,"""Highly configurable terminal emulator and SSH or serial client with tabs, split panes, plugins, and desktop support across major operating systems.""",https://tabby.sh/,https://github.com/Eugeny/tabby/,MIT,linux|macos|windows,cross-platform|plugin-based|customizable|advanced-users,intermediate,FALSE,2017
konsole,Konsole,Utilities,terminal,"""Terminal emulator for KDE with tabs, split views, profiles, bookmarks, and configurable behavior for everyday and advanced shell work.""",https://apps.kde.org/konsole/,https://github.com/KDE/konsole/,GPL,linux,customizable|advanced-users,beginner,FALSE,1998
open-webui,Open WebUI,AI,llm-tools|local-ai,"""Self-hosted web interface for interacting with local and remote language models, with chat workflows, user management, and support for connecting multiple model backends.""",https://openwebui.com/,https://github.com/open-webui/open-webui/,Custom,web|linux|macos|windows,self-hosted|multi-user|api|customizable|llm,intermediate,TRUE,2023
markedit,MarkEdit,Productivity,document-editing,"""Native macOS Markdown editor that keeps Markdown writing lightweight, fast, and minimal, with privacy-focused local editing and extensibility through macOS integrations.""",https://github.com/MarkEdit-app/MarkEdit/,https://github.com/MarkEdit-app/MarkEdit/,MIT,macos,desktop|macos|privacy-focused|lightweight|extensible|markdown,beginner,FALSE,2023
markpad,Markpad,Productivity,document-editing,"""Lightweight cross-platform Markdown editor and viewer with tabs, split view, syntax highlighting, Vim mode, Mermaid support, and PDF or HTML export.""",https://markpad.dev/,https://github.com/alecdotdev/Markpad/,BSD,linux|macos|windows,desktop|linux|macos|windows|cross-platform|lightweight|markdown|no-tracking,beginner,FALSE,2023
whisper-cpp,whisper.cpp,AI,local-ai|accessibility,"""High-performance C/C++ runtime for running Whisper speech recognition locally, with lightweight command-line tools and support for offline transcription across common desktop platforms.""",https://github.com/ggml-org/whisper.cpp/,https://github.com/ggml-org/whisper.cpp/,MIT,linux|macos|windows,speech-to-text|offline-capable|local-first|cli|lightweight,intermediate,FALSE,2022
vosk-api,Vosk API,AI,local-ai|accessibility,"""Offline speech recognition toolkit with APIs for building local transcription, voice control, subtitle generation, and speech-enabled applications across desktop, mobile, and server environments.""",https://alphacephei.com/vosk/,https://github.com/alphacep/vosk-api/,Apache,linux|macos|windows|android|ios,speech-to-text|offline-capable|api|lightweight|cross-platform,intermediate,FALSE,2020
buzz,Buzz,AI,local-ai|accessibility,"""Desktop transcription and translation app powered by Whisper, supporting offline audio and video transcription, live microphone transcription, transcript export, and multiple Whisper backends.""",https://chidiwilliams.github.io/buzz/,https://github.com/chidiwilliams/buzz/,MIT,linux|macos|windows,desktop|speech-to-text|offline-capable|privacy-focused|cross-platform|cli,beginner,FALSE,2022
speech-note,Speech Note,AI,local-ai|accessibility,"""Linux desktop and Sailfish OS app for offline speech-to-text, text-to-speech, and machine translation, designed for taking, reading, translating, and processing notes locally.""",https://github.com/mkiol/dsnote/,https://github.com/mkiol/dsnote/,MPL,linux,desktop|linux|speech-to-text|text-to-speech|offline-capable|privacy-focused,beginner,FALSE,2023
handy,Handy,AI,local-ai|accessibility,"""Cross-platform offline speech-to-text desktop app for private dictation, letting users press a shortcut, speak, and paste transcribed text into active text fields without cloud processing.""",https://handy.computer/,https://github.com/cjpais/Handy/,MIT,linux|macos|windows,desktop|speech-to-text|offline-capable|privacy-focused|cross-platform|automation|extensible,beginner,FALSE,2025
basic-call-recorder,Basic Call Recorder,Utilities,system-tools,"""Android call recording app for rooted devices or custom firmware, automatically recording incoming and outgoing calls in the background with configurable formats, auto-record rules, and local storage.""",https://github.com/chenxiaolong/BCR/,https://github.com/chenxiaolong/BCR/,GPL,android,android|local-first|offline-capable|privacy-focused|automation|advanced-users,advanced,FALSE,2022
activepieces,Activepieces,AI,ai-automation,"""Open-source AI automation platform for building no-code workflows, agents, integrations, and MCP-connected automations across apps and services, with self-hosting and cloud deployment options.""",https://www.activepieces.com/,https://github.com/activepieces/activepieces/,MIT,web,web|self-hosted|cloud|automation|api|extensible|llm,beginner,FALSE,2022
langflow,Langflow,AI,ai-automation,"""Visual builder for creating AI agents, workflows, MCP servers, and RAG applications, with a low-code interface, Python customization, API deployment, and self-hosting support.""",https://www.langflow.org/,https://github.com/langflow-ai/langflow/,MIT,web|linux|macos|windows,web|desktop|self-hosted|api|automation|llm|extensible,intermediate,FALSE,2023
flowise,Flowise,AI,ai-automation,"""Visual low-code platform for building AI agents, chatflows, and LLM workflows using modular nodes, integrations, deployment templates, and self-hosted or cloud options.""",https://flowiseai.com/,https://github.com/FlowiseAI/Flowise/,Apache,web,web|self-hosted|cloud|api|automation|llm|extensible,intermediate,FALSE,2023
sim,Sim,AI,ai-automation,"""Open-source platform for visually building, deploying, and orchestrating AI agent workflows by connecting agents, tools, blocks, integrations, and LLMs on a canvas.""",https://www.sim.ai/,https://github.com/simstudioai/sim/,Apache,web,web|self-hosted|cloud|automation|api|llm,intermediate,FALSE,2025
rivet,Rivet,AI,ai-automation,"""Desktop visual programming environment and TypeScript library for building, debugging, collaborating on, and embedding complex AI agents, prompt chains, and LLM workflows.""",https://rivet.ironcladapp.com/,https://github.com/Ironclad/rivet/,MIT,linux|macos|windows,desktop|linux|macos|windows|automation|llm|collaborative,intermediate,FALSE,2023
next-js,Next.js,Development,website-builders,"""React framework for building production web applications with routing, rendering, API endpoints, optimization features, and deployment flexibility for modern frontend and full-stack projects.""",https://nextjs.org/,https://github.com/vercel/next.js/,MIT,web|linux|macos|windows,web|api|extensible|advanced-users,intermediate,FALSE,2016
astro,Astro,Development,website-builders,"""Content-focused web framework for building fast websites with minimal client-side JavaScript, Markdown and MDX support, integrations, and flexible deployment options.""",https://astro.build/,https://github.com/withastro/astro/,MIT,web|linux|macos|windows,web|markdown|lightweight|extensible|beginner-friendly,beginner,FALSE,2021
sveltekit,SvelteKit,Development,website-builders,"""Application framework for building Svelte web apps with routing, server-side rendering, code splitting, adapters, and flexible deployment targets.""",https://svelte.dev/docs/kit/,https://github.com/sveltejs/kit/,MIT,web|linux|macos|windows,web|api|lightweight|extensible,intermediate,FALSE,2021
nuxt,Nuxt,Development,website-builders,"""Vue-based framework for building type-safe websites and full-stack web applications with routing, rendering modes, modules, and production deployment support.""",https://nuxt.com/,https://github.com/nuxt/nuxt/,MIT,web|linux|macos|windows,web|api|extensible|plugin-based,intermediate,FALSE,2016
vite,Vite,Development,website-builders,"""Frontend build tool and development server for modern web projects, providing fast local development, hot module replacement, optimized builds, and a plugin-based ecosystem.""",https://vite.dev/,https://github.com/vitejs/vite/,MIT,linux|macos|windows,web|cli|lightweight|plugin-based|extensible,intermediate,FALSE,2020
remix,Remix,Development,website-builders,"""Full-stack JavaScript web framework focused on web fundamentals, routing, server rendering, data loading, actions, and building resilient modern web applications.""",https://remix.run/,https://github.com/remix-run/remix/,MIT,web|linux|macos|windows,web|api|extensible|advanced-users,intermediate,FALSE,2021
eleventy,Eleventy,Development,website-builders,"""Simple JavaScript static site generator that transforms Markdown, HTML, Liquid, Nunjucks, and other templates into fast static websites.""",https://www.11ty.dev/,https://github.com/11ty/eleventy/,MIT,linux|macos|windows,web|cli|markdown|lightweight|extensible,beginner,FALSE,2018
hugo,Hugo,Development,website-builders,"""Fast Go-based static site generator for building blogs, documentation, marketing sites, and content-heavy websites with themes, templates, taxonomies, and asset pipelines.""",https://gohugo.io/,https://github.com/gohugoio/hugo/,Apache,linux|macos|windows,web|cli|markdown|lightweight|advanced-users,intermediate,FALSE,2013
jekyll,Jekyll,Development,website-builders,"""Ruby-based static site generator for building blogs, documentation, and simple websites from Markdown, Liquid templates, data files, and reusable layouts.""",https://jekyllrb.com/,https://github.com/jekyll/jekyll/,MIT,linux|macos|windows,web|cli|markdown|beginner-friendly|extensible,beginner,FALSE,2008
gatsby,Gatsby,Development,website-builders,"""React-based open-source framework for building fast websites and apps with static generation, server-side rendering, data sourcing, and a large plugin ecosystem.""",https://www.gatsbyjs.com/,https://github.com/gatsbyjs/gatsby/,MIT,web|linux|macos|windows,web|api|plugin-based|extensible|advanced-users,intermediate,FALSE,2015
chris-titus-winutil,Chris Titus WinUtil,Utilities,system-tools,"""Windows utility for installing apps, applying system tweaks, debloating Windows, troubleshooting configuration issues, and managing update-related fixes from a PowerShell-driven interface.""",https://christitus.com/win/,https://github.com/ChrisTitusTech/winutil/,MIT,windows,cli|automation|customizable|advanced-users,intermediate,FALSE,2022
vaultwarden,Vaultwarden,Security,password-managers,"""Lightweight Bitwarden-compatible password vault server written in Rust, designed for self-hosted deployments where the official Bitwarden server stack is too resource-heavy.""",https://github.com/dani-garcia/vaultwarden/,https://github.com/dani-garcia/vaultwarden/,AGPL-3.0,web|linux|macos|windows,self-hosted|encrypted|end-to-end-encryption|privacy-focused|lightweight|api,intermediate,TRUE,2018
passbolt,Passbolt,Security,password-managers,"""Password and secrets manager for teams, built around secure credential sharing, access control, auditing workflows, and self-hosted or cloud deployment options.""",https://www.passbolt.com/,https://github.com/passbolt/passbolt_api/,AGPL-3.0,web|linux,self-hosted|cloud|encrypted|end-to-end-encryption|multi-user|api|collaborative,intermediate,TRUE,2016
psono,Psono,Security,password-managers,"""Self-hosted password manager for teams that stores vault data client-side encrypted and supports encrypted sharing, user management, and browser or desktop access.""",https://psono.com/,https://github.com/psono/psono-server/,Apache-2.0,web|linux|macos|windows,self-hosted|encrypted|privacy-focused|multi-user|api|collaborative,intermediate,TRUE,2015
padloc,Padloc,Security,password-managers,"""Password manager for individuals and teams that stores passwords, notes, documents, and other secrets with end-to-end encryption across desktop, mobile, and browser workflows.""",https://padloc.app/,https://github.com/padloc/padloc/,AGPL-3.0,web|linux|macos|windows|android|ios,self-hosted|cloud|encrypted|end-to-end-encryption|privacy-focused|multi-user|customizable,beginner,TRUE,2014
appflowy,AppFlowy,Productivity,knowledge-base|task-management|collaboration,"""Workspace for projects, docs, wikis, and team planning, combining structured knowledge management with collaborative workspaces and self-hosted deployment options.""",https://appflowy.com/,https://github.com/AppFlowy-IO/AppFlowy/,AGPL-3.0,web|linux|macos|windows|android|ios,self-hosted|multi-user|collaborative|customizable|knowledge-management,beginner,TRUE,2021
affine,AFFiNE,Productivity,knowledge-base|note-taking|collaboration,"""Local-first workspace that combines documents, whiteboards, databases, and planning tools for connected knowledge work and real-time collaboration""",https://affine.pro/,https://github.com/toeverything/AFFiNE/,MIT,web|linux|macos|windows,self-hosted|local-first|real-time|collaborative|customizable|knowledge-management,beginner,TRUE,2022
bookstack,BookStack,Productivity,knowledge-base,"""Self-hosted documentation platform for organizing information into books, chapters, and pages, designed for simple knowledge-base and internal wiki workflows.""",https://www.bookstackapp.com/,https://github.com/BookStackApp/BookStack/,MIT,web|linux,self-hosted|multi-user|organization|knowledge-management|beginner-friendly,beginner,TRUE,2015
uptime-kuma,Uptime Kuma,Data,analytics,"""Self-hosted uptime monitoring tool for tracking websites, APIs, ports, DNS records, containers, and other services with notifications, status pages, and uptime history.""",https://uptime.kuma.pet/,https://github.com/louislam/uptime-kuma/,MIT,web|linux|windows,self-hosted|real-time|monitoring|multi-user|beginner-friendly,beginner,TRUE,2021
portainer,Portainer,Development,devops,"""Container management platform for administering Docker, Swarm, Kubernetes, and related environments through a web interface and API.""",https://www.portainer.io/,https://github.com/portainer/portainer/,zlib,web|linux|windows,self-hosted|api|multi-user|customizable|beginner-friendly,intermediate,TRUE,2016
nginx-proxy-manager,Nginx Proxy Manager,Networking,proxies,"""Web-based interface for managing NGINX proxy hosts, SSL certificates, redirects, streams, access lists, users, and permissions from a Docker-based deployment.""",https://nginxproxymanager.com/,https://github.com/NginxProxyManager/nginx-proxy-manager/,MIT,web|linux,self-hosted|multi-user|customizable|beginner-friendly,beginner,TRUE,2016
